id	audio	n_frames	tgt_text
mrt_03349_00604684388	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_00604684388.wav	405504	खरं तर राजकारण्यांनादेखील या बांगड्यांची आवड व भीती एकाचवेळी असते
mrt_03398_00938167899	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03398_00938167899.wav	278528	तुम्ही ते शेवटचं कुठे ठेवलं होतंत तिथे पहा ?
mrt_02436_00146931448	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_00146931448.wav	320993	केतकीचा जन्म दोन हजार दहा सालातील पौष ह्या महिन्यात धुळे इथे झाला
mrt_02624_00764040742	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_00764040742.wav	278528	ठीक आहे मी मदत करण्यासाठी इथे आहे तुम्हाला काय करायचं आहे ?
mrt_03397_00393382237	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_00393382237.wav	356352	एकोणीसशे बेचाळीसमधे लता अवघ्या तेरा वर्षांची होती , तेव्हा वडील हृदयविकाराने निवर्तले
mrt_02436_01892442856	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_01892442856.wav	392324	कॅथरीन हेपबर्न ही हा सन्मान प्राप्त झालेली तेरावी महिला आहे आणि याचा तिला रास्त अभिमान आहे
mrt_09697_00973297293	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_00973297293.wav	240744	मला ठरवता येत नाहीये . तुम्ही रात्री काय जेवणार ?
mrt_02436_00696679667	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_00696679667.wav	423532	केतकी परवा लॉस एंजेल्समधे गेली होती तेव्हा तिथल्या एका रस्त्यावर तिला ब्रॅड पिटचा पुतळा दिसला
mrt_03397_01381268137	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_01381268137.wav	200704	मी काही विचित्र गोष्टी तर करत नाहीये ना ?
mrt_01523_00724555957	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_01523_00724555957.wav	329909	एक बस दोन मिनिटांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त दोन मिनिटं आहेत
mrt_02484_00744179640	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02484_00744179640.wav	339968	मला मदत करायची आहे हे मला माहीत आहे . मी तुमच्यासाठी काय करू शकते ?
mrt_04310_00102425121	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_00102425121.wav	376832	अर्चना ह्या सुट्टीत बोगोताला जाऊन तिथे चांगली आठ दिवस राहून अख्खं शहर पालथं घालणार आहे
mrt_02624_01545184240	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_01545184240.wav	348160	तरीही मी तुमच्यासाठी काही माहिती गोळा करू शकतो तुम्हाला काय जाणून घ्यायला आवडेल ?
mrt_01523_00313502602	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_01523_00313502602.wav	387866	उमा थर्मन ही हा सन्मान प्राप्त झालेली तेरावी महिला आहे आणि याचा तिला रास्त अभिमान आहे
mrt_03397_00471569281	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_00471569281.wav	262144	मी काही चूक केली का तुम्ही त्याबद्दल इथे रिपोर्ट करू शकता ?
mrt_03349_01553655626	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_01553655626.wav	348160	क्रॉफर्ड मार्केटमधल्या त्रेपन्न दुकानांमधून आपल्याला हवी ती गोष्ट मिळू शकते
mrt_02436_00327539356	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_00327539356.wav	414616	केतकी परवा सॅन अँटोनियोमध्ये गेली होती तेव्हा तिथल्या एका रस्त्यावर तिला एल्व्हिस प्रेस्लीचा पुतळा दिसला
mrt_09697_01241279703	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_01241279703.wav	383408	आदित्यने यावर्षी भरपूर अभ्यास केला अथक परिश्रम घेतले आणि वर्गात दहावा आला
mrt_03398_01595756334	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03398_01595756334.wav	364544	आता अ‍ॅक्सिस बँकेची सतरावी शाखा तुळशीबाग मार्केटजवळ उघडते आहे , परवा तिचा उद्घाटन समारंभ आहे
mrt_09697_01480375931	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_01480375931.wav	481489	आम्ही संयोजकांना विचारायला गेलो तेव्हा ते म्हणाले की कार्यक्रम सुरू व्हायला अजून पावणे दोन तास आहेत
mrt_02436_02076343502	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_02076343502.wav	347742	केतकीचा जन्म दोन हजार एकोणीस सालातील वैशाख ह्या महिन्यात वाशिम इथे झाला
mrt_09697_00058308349	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_00058308349.wav	374491	आदितीचा जन्म एकोणीसशे अठ्ठ्याण्णव सालातील ऑगस्ट या महिन्यात पाटणा इथे झाला
mrt_09697_00526405800	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_00526405800.wav	231828	मला अनेक अभिनेते आवडतात तुम्हाला कोण आवडतं ?
mrt_09697_01581212524	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_01581212524.wav	218453	मला कळलं नाही . तुम्हाला मला काय विचारायचं आहे ?
mrt_02624_00635263211	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_00635263211.wav	180224	तुम्हाला कशाबद्दल काळजी वाटतेय का ?
mrt_01523_01977453159	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_01523_01977453159.wav	374491	एक बस तीन तासांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त दहा मिनिटं आहेत
mrt_02624_00605937732	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_00605937732.wav	172032	ओह मी तुम्हाला काय मदत करू शकतो ?
mrt_04310_00458569169	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_00458569169.wav	389120	अश्विनीचा जन्म एकोणीसशे पंच्याण्णव सालातील मार्गशीर्ष या महिन्यात उस्मानाबाद इथे झाला
mrt_02624_01044085815	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_01044085815.wav	241664	कधी मोटरबोट खरेदी करण्याचा विचार केला आहे का ?
mrt_01523_01983519156	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_01523_01983519156.wav	356659	एक बस पाच मिनिटांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त पाच मिनिटे आहेत
mrt_02624_01493321115	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_01493321115.wav	339968	आपण पृथ्वीविषयी का बोलत नाही ? चला , आपण पुढच्या प्रवासाची आखणी करुया
mrt_04310_00203293898	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_00203293898.wav	294912	अनेक मस्त ॲप्स आहेत . यांतली काही ॲप्स शोधायला मी तुम्हाला मदत करू शकते
mrt_01523_01689432933	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_01523_01689432933.wav	383408	एक बस दोन तासांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त पंचावन्न मिनिटं आहेत
mrt_03397_01283618493	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_01283618493.wav	184320	असा वार ज्याच्या नावात शेवटी र येतो
mrt_02624_01566464156	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_01566464156.wav	323584	अजूनही कातडी व तेल काढण्यासाठी प्रौढ कासवांची हत्या केली जाते
mrt_03349_00800120637	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_00800120637.wav	204800	खरंच ? धन्यवाद
mrt_04310_02070723937	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_02070723937.wav	483328	अभिजीतने गेल्या महिन्यात हे शिखर सर केले आणि तो या शिखरावर आपले पाय रोवणारा दहावा गिर्यारोहक बनला
mrt_03349_00593653790	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_00593653790.wav	532480	गामा पहिलवानाच्या गोष्टींमधला त्याचा रस व त्याची शरीरयष्टी पाहून एकाने त्याला कुस्त्या का करत नाहीस म्हणून विचारलं
mrt_02484_00552361573	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02484_00552361573.wav	331776	अर्चनाचा जन्म दोन हजार सात सालातील जून ह्या महिन्यात नाशिक इथे झाला
mrt_04310_00190526513	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_00190526513.wav	360448	अभिजीतनं यावर्षी भरपूर अभ्यास केला अथक परिश्रम घेतले आणि वर्गात अठरावा आला
mrt_03397_00742586436	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_00742586436.wav	212992	एर्नाकुलममधे ताशी सहा मैल वेगाने वारे वाहत आहेत
mrt_01523_01978387909	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_01523_01978387909.wav	365575	एक बस पंधरा मिनिटांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त चाळीस मिनिटं आहेत
mrt_03397_01872086289	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_01872086289.wav	294912	एका भक्ताला स्वप्नात देवळाच्या मागच्या तळ्यात पाण्यात पडलेली मूर्ती दिसली
mrt_04310_01001156713	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_01001156713.wav	323584	अमोलने यावर्षी भरपूर अभ्यास केला अथक परिश्रम घेतले आणि वर्गात चौदावा आला
mrt_02484_00697604546	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02484_00697604546.wav	401408	अश्विनी परवा बॉस्टनमधे गेली होती तेव्हा तिथल्या एका रस्त्यावर तिला बेन अॅफ्लेकचा पुतळा दिसला
mrt_03397_00195238767	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_00195238767.wav	155648	मी इथे आहे . काय चाललं आहे ?
mrt_09697_01290836798	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_01290836798.wav	548362	आदित्यनं गेल्या महिन्यात हे शिखर सर केले आणि तो या शिखरावर आपले पाय रोवणारा चौदावा गिर्यारोहक बनला
mrt_09697_00095611625	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_00095611625.wav	267494	मला फारसा अनुभव नाही तुम्हाला माझ्याकडून काय मदत हवी आहे ?
mrt_03398_00179115548	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03398_00179115548.wav	356352	आता अ‍ॅक्सिस बँकेची आठवी शाखा तुळशीबाग मार्केटजवळ उघडते आहे , परवा तिचा उद्घाटन समारंभ आहे
mrt_01523_02087732936	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_01523_02087732936.wav	267494	उदास होण्यास इथे वाव नाही . फक्त मदत करण्यास वाव आहे
mrt_02484_00380211937	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02484_00380211937.wav	356352	अशा प्रकारचे ठळक प्रायोगिक विकास झाल्यामुळे या शास्त्राचा वेगाने प्रसार झाला
mrt_04310_01373698626	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_01373698626.wav	335872	अमोलने यावर्षी भरपूर अभ्यास केला अथक परिश्रम घेतले आणि वर्गात पहिला आला
mrt_02484_00296258428	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02484_00296258428.wav	274432	मला समजलं नाही . तुम्ही मला काय प्रश्न विचारलात ?
mrt_02436_00808179813	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_00808179813.wav	182787	आवडता स्टार अनेक आहेत ?
mrt_04310_01409923536	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_01409923536.wav	299008	कांदिवली हे या मार्गावरील सहावे स्थानक असून येथे ट्रेन बराच वेळ थांबते
mrt_03398_02004860751	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03398_02004860751.wav	192512	नक्कीच . तुम्हाला एखादा गेम खेळायचा आहे का ?
mrt_04310_01727806517	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_01727806517.wav	319488	अर्चनाचा जन्म एकोणीसशे नव्व्याण्णव सालातील माघ या महिन्यात पालघर इथे झाला
mrt_02624_00069623691	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_00069623691.wav	229376	ऐकून बरं वाटलं . मी तुमच्यासाठी काही करू शकते का ?
mrt_03397_00203394794	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_00203394794.wav	151552	आंघोळीसाठी फार छान सूट आहे
mrt_03398_00868296638	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03398_00868296638.wav	438272	आता अ‍ॅक्सिस बँकेची चौदावी शाखा महात्मा ज्योतिबा फुले मंडईजवळ उघडते आहे परवा तिचा उद्घाटन समारंभ आहे
mrt_03349_00951730475	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_00951730475.wav	372736	गाझियाबादमधे या क्षणी त्र्याऐंशी अंश फॅरनहाईट इतकं तापमान आहे
mrt_02624_01157637255	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_01157637255.wav	258048	खूपसे छानछान संवाद आहेत मी तुम्हाला ते शोधून सांगू का ?
mrt_03349_01733074510	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_01733074510.wav	598016	खोट्या अहंकारापायी अमुक एक करून दाखवीन आणि मगच विसावेन या संकल्पामुळे आयुष्यातला मौल्यवान काळ फुकट जाऊ शकतो
mrt_02436_00938549496	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_00938549496.wav	276410	केतकीचा जन्म दोन हजार सालातील आश्विन ह्या महिन्यात जयपूर इथे झाला
mrt_09697_00448054068	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_00448054068.wav	521613	आदितीला यानिमित्त दोन हजार रुपयांचे भरघोस बक्षीस मिळाले आणि तिने लगेच हे पैसे आपल्या आईवडिलांना दिले
mrt_03398_01752219388	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03398_01752219388.wav	286720	तुम्हाला वाट पहावी लागली का क्वचित कधी माझा वेग मंदावतो ?
mrt_03397_01608636042	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_01608636042.wav	372736	अॅडम झाम्पा हा मारिया शारापोव्हाचा आवडता क्रिकेटपटू आहे त्याचा सामना ती कधीच चुकवत नाही
mrt_01523_01772408262	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_01523_01772408262.wav	191704	इश्श ! मला लाज वाटते
mrt_04310_01353423670	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_01353423670.wav	348160	अभिजीतने यावर्षी भरपूर अभ्यास केला अथक परिश्रम घेतले आणि वर्गात तेरावा आला
mrt_04310_01566528653	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_01566528653.wav	401408	अभिजीतने गेल्या महिन्यात हे शिखर सर केले आणि तो या शिखरावर आपले पाय रोवणारा अकरावा गिर्यारोहक बनला
mrt_02436_01128565274	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_01128565274.wav	392324	एवढ्या कलाकृती आहेत की निवडणं कठीण आहे तुमचे आवडते चित्रकार कोणकोण आहेत ?
mrt_04310_00677433606	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_00677433606.wav	331776	अभिजीतने यावर्षी भरपूर अभ्यास केला अथक परिश्रम घेतले आणि वर्गात अठरावा आला
mrt_04310_01781566598	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_01781566598.wav	368640	काही अपघातांची कारणं शोधण्यास यश मिळालं असलं , तरी बऱ्याच अपघातांची कारणं अद्याप समजलेली नाहीत
mrt_02624_01256912786	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_01256912786.wav	413696	अक्षयने यावर्षी भरपूर अभ्यास केला अथक परिश्रम घेतले आणि वर्गात एकोणिसावा आला
mrt_09697_00475625406	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_00475625406.wav	459198	आता सिंडिकेट बँकेची बारावी शाखा महात्मा फुले मंडईजवळ उघडते आहे परवा तिचा उद्घाटन समारंभ आहे
mrt_01523_00498663389	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_01523_00498663389.wav	365575	एक बस चार तासांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त पाच सेकंदं आहेत
mrt_03398_00763644884	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03398_00763644884.wav	327680	तुम्हाला खरंच असं वाटतं मी व्हॉईस ओव्हरमध्ये करियर करण्याचा प्रयत्न करायच्या विचारात होतो ?
mrt_04310_00781346908	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_00781346908.wav	167936	कधीकधी कुटुंबात समस्या उद्भवू शकतात
mrt_02484_00307711619	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02484_00307711619.wav	331776	मला फारसा अनुभव नाही तुम्हाला माझ्याकडून काय मदत हवी आहे ?
mrt_03398_00384968797	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03398_00384968797.wav	208896	तुम्ही कधी यंत्रमानवांचा नाच पाहिला आहे का ?
mrt_03349_01123517900	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_01123517900.wav	413696	कोपरखैराणे हे या मार्गावरील दुसरं स्थानक असून येथे ट्रेन बराच वेळ थांबते
mrt_03349_00147790136	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_00147790136.wav	249856	खूपच चांगला विचार आहे तुम्ही ऑनलाइन जाऊन शोधलं पाहिजे
mrt_02484_00678902444	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02484_00678902444.wav	245760	मला तुमची रास माहीत नाही . जरा सांगाल का ?
mrt_01523_00119401623	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_01523_00119401623.wav	343284	एक बस पंधरा मिनिटांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त पाच सेकंदं आहेत
mrt_02624_01455070941	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_01455070941.wav	200704	अरेरे मी तुम्हाला काय मदत करू शकतो ?
mrt_03349_01358828066	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_01358828066.wav	360448	तरीही मी तुमच्यासाठी काही माहिती गोळा करू शकतो तुम्हाला काय जाणून घ्यायला आवडेल ?
mrt_02484_01237220168	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02484_01237220168.wav	397312	अश्विनी परवा यांगूनमध्ये गेली होती तेव्हा तिथल्या एका रस्त्यावर तिला मेल गिब्सनचा पुतळा दिसला
mrt_03349_00556983657	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_00556983657.wav	290816	खूप छान मी तुम्हाला रोबॉटबद्दलच्या ताज्या बातम्या दाखवू शकतो
mrt_03397_01320866806	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_01320866806.wav	278528	एखाद्या संघाला खेळाडू समाविष्ट करण्यासाठी पाच मार्ग आहेत
mrt_04310_01181279747	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_01181279747.wav	368640	अमोलला वैशाख महिन्यात कॅननमध्ये चांगल्या पगारावर नोकरी लागली आणि त्याच्या कष्टाचे चीज झाले
mrt_02436_01941523194	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_01941523194.wav	231828	अरेरे . मी तुम्हाला काय मदत करू शकते ?
mrt_03349_01125639923	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_01125639923.wav	385024	खेळपट्टीवर असलेले लहान गवत जसजसा सामना पुढे जातो तसतसे कमी होत जाते
mrt_02624_00995830649	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_00995830649.wav	147456	आपण शिकागोमध्ये आहोत का ?
mrt_02624_00135666019	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_00135666019.wav	376832	अक्षयने यावर्षी भरपूर अभ्यास केला अथक परिश्रम घेतले आणि वर्गात सातवा आला
mrt_03397_00292704533	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_00292704533.wav	294912	मी सर्वांना मदत करण्याचा प्रयत्न करते . मी तुम्हाला काय मदत करू ?
mrt_03349_01339911941	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_01339911941.wav	208896	खरा भक्त कधी निराश होत नाही
mrt_02484_00478207966	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02484_00478207966.wav	372736	अर्चनाचा जन्म दोन हजार एकोणीस सालातील जुलै ह्या महिन्यात बुलढाणा इथे झाला
mrt_03397_00841778390	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_00841778390.wav	315392	अनुजाचा जन्म दोन हजार पाच सालातील ऑगस्ट या महिन्यात आंबोली येथे झाला
mrt_04310_01342890703	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_01342890703.wav	278528	किंग्ज सर्कल हे या मार्गावरील सातवे स्थानक असून येथे ट्रेन बराच वेळ थांबते
mrt_02436_00784428850	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_00784428850.wav	356659	आपण पृथ्वीविषयी का बोलत नाही ? चला , आपण पुढच्या प्रवासाची आखणी करुया
