id	audio	n_frames	tgt_text
panlingua_mr-hi_20221394927_12	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_12.wav	53194	महाराष्ट्र में मुंबई में सबसे ज्यादा नए कोरोना केस आए हैं।
panlingua_mr-hi_20221394927_13	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_13.wav	87894	जोहान्सबर्ग में भारत और दक्षिण अफ्रीका के बीच दूसरा टेस्ट क्रिकेट मैच।
panlingua_mr-hi_20221394927_14	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_14.wav	50474	वहीं उत्तर भारत में भीषण शीतलहर चल रही है।
panlingua_mr-hi_20221394927_15	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_15.wav	17890	अब विस्तार से खबर।
panlingua_mr-hi_20221394927_16	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_16.wav	145039	प्रधानमंत्री नरेंद्र मोदी ने कल कहा था कि नए भारत को आकार देने और उसका नेतृत्व करने में युवाओं की प्रमुख भूमिका है।
panlingua_mr-hi_20221394927_17	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_17.wav	142704	वे कल उत्तर प्रदेश के मेरठ में मेजर ध्यानचंद खेल विश्वविद्यालय के शिलान्यास समारोह में बोल रहे थे.
panlingua_mr-hi_20221394927_18	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_18.wav	209487	प्रधानमंत्री ने आगे कहा कि देश में खेल संस्कृति के पनपने के लिए युवाओं को खेलों में विश्वास होना चाहिए और उन्हें खेल को व्यवसाय के रूप में देखने के लिए प्रोत्साहित करना चाहिए।
panlingua_mr-hi_20221394927_19	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_19.wav	182480	उन्होंने कहा कि सरकार पिछले कुछ वर्षों से खिलाडिय़ों को हर तरह की अच्छी सुविधाएं मुहैया कराने पर जोर दे रही है और इसका परिणाम हाल ही में हुए ओलम्पिक में देखने को मिला।
panlingua_mr-hi_20221394927_20	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_20.wav	168275	इस विश्वविद्यालय के निर्माण पर सात सौ करोड़ रुपये खर्च होने की उम्मीद है और इस विश्वविद्यालय की कुल क्षमता 1 हजार 80 एथलीटों को प्रशिक्षित करने की है।
panlingua_mr-hi_20221394927_21	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_21.wav	160455	इस खेल विश्वविद्यालय में हॉकी के लिए सिंथेटिक मैदान होगा और यहां फुटबाल, कबड्डी, तैराकी, निशानेबाजी आदि विभिन्न खेलों की पढ़ाई कराई जाएगी।
panlingua_mr-hi_20221394927_22	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_22.wav	110084	देश में पंद्रह से अठारह वर्ष के बच्चों का कोविड टीकाकरण आज से शुरू हो रहा है।
panlingua_mr-hi_20221394927_23	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_23.wav	122459	स्वास्थ्य मंत्रालय ने जानकारी दी है कि 2 हजार 7 या उससे पहले जन्म लेने वाले बच्चे इस टीकाकरण के लिए पात्र होंगे।
panlingua_mr-hi_20221394927_24	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_24.wav	79886	इस आयु वर्ग के बच्चों के लिए केवल Covaxin का टीका उपलब्ध है।
panlingua_mr-hi_20221394927_25	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_25.wav	100627	टीकाकरण के लिए पंजीकरण www.covin.gov.in पर किया जा सकता है।
panlingua_mr-hi_20221394927_26	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_26.wav	73153	अब तक सात लाख लाभार्थियों ने टीकाकरण के लिए पंजीकरण कराया है।
panlingua_mr-hi_20221394927_27	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_27.wav	187962	केंद्रीय स्वास्थ्य मंत्री डॉ. मनसुख मंडाविया ने कल देश में बढ़ते ओमिक्रॉन संक्रमण के मद्देनजर राज्यों और केंद्र शासित प्रदेशों द्वारा की गई तैयारियों की समीक्षा की।
panlingua_mr-hi_20221394927_28	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_28.wav	142330	पंद्रह से अठारह वर्ष आयु वर्ग के बच्चों का टीकाकरण आज से शुरू हो रहा है, उन्होंने इस बैठक में इसकी तैयारियों की समीक्षा भी की.
panlingua_mr-hi_20221394927_29	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_29.wav	95184	ओमिक्रोन में कोरोना की पिछली लहर की तुलना में संक्रमण दर अधिक है।
panlingua_mr-hi_20221394927_30	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_30.wav	119289	सभी राज्यों और केंद्र शासित प्रदेशों को स्वास्थ्य के बुनियादी ढांचे के विस्तार में कोई कसर नहीं छोड़नी चाहिए।
panlingua_mr-hi_20221394927_31	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_31.wav	138712	इस अवसर पर उन्होंने प्रतिबंधित क्षेत्रों के नियोजन पर ध्यान देने तथा कोविड रोकथाम नियमों का कड़ाई से पालन करने के निर्देश दिये.
panlingua_mr-hi_20221394927_32	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_32.wav	131774	महाराष्ट्र में कल 11 हजार 877 नए कोरोना मरीज मिले, जिनमें से 8 हजार 63 मरीज मुंबई में मिले।
panlingua_mr-hi_20221394927_33	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_33.wav	120843	कल कोविड-19 मरीजों की नौ मौत दर्ज की गई जबकि 2 हजार 69 मरीज स्वस्थ होकर घर चले गए।
panlingua_mr-hi_20221394927_34	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_34.wav	79633	कल ओमिक्रॉन से संक्रमित 50 नए मरीज सामने आए थे।
panlingua_mr-hi_20221394927_35	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_35.wav	175737	राज्य में अब तक 510 ओमिक्रॉन पाए गए हैं और 1,93 मरीजों का आरटीपीसीआर टेस्ट निगेटिव आने के बाद उन्हें अस्पताल से छुट्टी दी जा चुकी है।
panlingua_mr-hi_20221394927_36	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_36.wav	185052	इस बीच, महाराष्ट्र के शिक्षा मंत्री वर्षा गायकवाड़ ने राज्य में नौवीं से बारहवीं कक्षा के छात्रों के टीकाकरण की योजना के लिए आज एक उच्च स्तरीय बैठक बुलाई है।
panlingua_mr-hi_20221394927_37	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_37.wav	130952	राज्य के शिक्षा विभाग ने छात्रों के टीकाकरण के लिए एक योजना तैयार की है और इस बैठक में इसकी समीक्षा की जाएगी.
panlingua_mr-hi_20221394927_38	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_38.wav	80410	आप आकाशवाणी के पुणे केंद्र से यह राष्ट्रीय समाचार पत्र सुन रहे हैं।
panlingua_mr-hi_20221394927_39	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_39.wav	67087	इस खबर को आप न्यूज एप आकाशवाणी पर भी सुन सकते हैं।
panlingua_mr-hi_20221394927_40	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_40.wav	99160	ताजा अपडेट के लिए आप हमें हमारे फेसबुक पेज ऑल इंडिया रेडियो न्यूज पुणे पर फॉलो कर सकते हैं।
panlingua_mr-hi_20221394927_41	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_41.wav	108403	ट्विटर हैंडल @ आकाशवाणी समाचार पुणे और मराठी समाचार पुणे आकाशवाणी हमारे यूट्यूब चैनल पर।
panlingua_mr-hi_20221394927_42	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_42.wav	162039	सूडान में सेना के विद्रोह के बाद पैदा हुई राजनीतिक शर्मिंदगी के कारण प्रधानमंत्री अब्दुल्ला हमदोक ने अपने पद से इस्तीफा दे दिया है।
panlingua_mr-hi_20221394927_43	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_43.wav	88964	सूडान जब लोकतंत्र की ओर बढ़ रहा है तो वहां की सेना ने विद्रोह कर दिया है।
panlingua_mr-hi_20221394927_44	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_44.wav	157389	टेलीविजन पर अपने इस्तीफे की घोषणा करते हुए हमदोक ने कहा कि सेना के साथ फिर से बातचीत करने के लिए एक गोल मेज की जरूरत है।
panlingua_mr-hi_20221394927_45	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_45.wav	97291	हमदोक ने पिछले नवंबर में सेना के साथ एक राजनीतिक समझौते पर हस्ताक्षर किए।
panlingua_mr-hi_20221394927_46	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_46.wav	127842	हालांकि, लोकतंत्र समर्थक प्रदर्शनकारियों पर सूडानी सुरक्षा बलों की कार्रवाई के बाद हमदोक ने इस्तीफा दे दिया।
panlingua_mr-hi_20221394927_47	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_47.wav	230211	केंद्र सरकार ने एनईईटी स्नातकोत्तर काउंसलिंग के लिए आर्थिक रूप से कमजोर वर्ग के उम्मीदवारों के लिए आठ लाख रुपये के मौजूदा आय मानदंड को बनाए रखने का फैसला किया है।
panlingua_mr-hi_20221394927_48	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_48.wav	151169	सरकार की ओर से सुप्रीम कोर्ट में दायर हलफनामे में कहा गया है कि यह फैसला विशेषज्ञ समिति की सिफारिश के बाद लिया गया है.
panlingua_mr-hi_20221394927_49	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_49.wav	114697	केंद्र ने कहा है कि मानदंड में बदलाव से चल रही प्रवेश प्रक्रिया में जटिलताएं पैदा होंगी।
panlingua_mr-hi_20221394927_50	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_50.wav	133464	आकाशवाणी का विदेश सेवा विभाग आज से पड़ोसी देशों की छह भाषाओं में अपने प्रसारण समय का विस्तार करेगा।
panlingua_mr-hi_20221394927_51	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_51.wav	132088	दारी, पश्तो, बलूची, चीनी, मंदारिन, नेपाली और तिब्बती भाषाओं में प्रसारण का समय बढ़ा दिया गया है।
panlingua_mr-hi_20221394927_52	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_52.wav	146264	इन भाषाओं में प्रतिदिन सुबह और शाम डेढ़ घंटे तक इसका प्रसारण किया जाएगा और श्रोता विभिन्न एप के जरिए भी प्रसारण को सुन सकेंगे।
panlingua_mr-hi_20221394927_53	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_53.wav	108005	वैष्णव देवी में भगदड़ की घटना की जांच के लिए एक उच्च स्तरीय समिति नियुक्त की गई है।
panlingua_mr-hi_20221394927_54	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_54.wav	170915	जम्मू के डिविजनल कमिश्नर ने कल एक पब्लिक नोटिस जारी कर जनता से अपील की है कि अगर किसी के पास मामले के बारे में कोई जानकारी है तो सामने आकर जमा करें।
panlingua_mr-hi_20221394927_55	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_55.wav	94226	इस बीच, भगदड़ की घटना के बाद वैष्णोदेवी यात्रा सुचारू रूप से शुरू हो गई है।
panlingua_mr-hi_20221394927_56	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_56.wav	87408	तीर्थयात्रियों को सख्त दिशा-निर्देशों का पालन करते हुए दर्शन के लिए छोड़ा जा रहा है।
panlingua_mr-hi_20221394927_57	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_57.wav	91026	मुंबई और दिल्ली से कोलकाता के लिए दैनिक उड़ानें प्रतिबंधित कर दी गई हैं।
panlingua_mr-hi_20221394927_58	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_58.wav	162832	पश्चिम बंगाल सरकार ने ओमिक्रॉन और कोरोना के बढ़ते संक्रमण की पृष्ठभूमि में यह फैसला लिया है और इसे अगली 5 तारीख से लागू कर दिया जाएगा.
panlingua_mr-hi_20221394927_59	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_59.wav	164702	इसके मुताबिक दोनों शहरों से आने वाली फ्लाइट्स को सोमवार और शुक्रवार को ही कोलकाता एयरपोर्ट पर लैंड करने की इजाजत दी गई है।
panlingua_mr-hi_20221394927_60	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_60.wav	180282	ओमिक्रॉन और कोरोना के बढ़ते संक्रमण को देखते हुए आज से अगले दो हफ्ते तक सुप्रीम कोर्ट की सभी सुनवाई टेलीविजन सिस्टम के जरिए होगी.
panlingua_mr-hi_20221394927_61	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_61.wav	74190	शीतकालीन अवकाश के बाद आज से सुप्रीम कोर्ट की सुनवाई शुरू हो रही है.
panlingua_mr-hi_20221394927_62	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_62.wav	99071	दिल्ली हाई कोर्ट भी आज से सभी सुनवाई दुर्दिष्टी सिस्टम से करेगा।
panlingua_mr-hi_20221394927_63	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_63.wav	216455	केंद्रीय स्वास्थ्य और परिवार कल्याण राज्य मंत्री डॉक्टर भारती पवार आज महाराष्ट्र के नासिक में केंद्र सरकार की स्वास्थ्य योजना के तहत सीजीएचएस कल्याण केंद्र का उद्घाटन करेंगी।
panlingua_mr-hi_20221394927_64	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_64.wav	74773	नासिक सीजीएचएस कल्याण केंद्र वाला राज्य का चौथा शहर है।
panlingua_mr-hi_20221394927_65	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_65.wav	106847	भारत और दक्षिण अफ्रीका के बीच दूसरा टेस्ट क्रिकेट मैच आज से जोहान्सबर्ग में खेला जाएगा।
panlingua_mr-hi_20221394927_66	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_66.wav	85210	भारत ने पिछले दोनों टेस्ट मैच जीते हैं और तीन मैच ड्रॉ रहे हैं।
panlingua_mr-hi_20221394927_67	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_67.wav	113845	अगर भारत यह टेस्ट मैच जीत जाता है तो दक्षिण अफ्रीका में टेस्ट मैच जीतने वाली पहली भारतीय टीम बन जाएगी।
panlingua_mr-hi_20221394927_68	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_68.wav	14541	मौसम
panlingua_mr-hi_20221394927_69	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_69.wav	115714	उत्तर भारत में भीषण शीत लहर चल रही है और पटना में पहली से आठवीं तक के स्कूलों के लिए अवकाश घोषित कर दिया गया है.
panlingua_mr-hi_20221394927_70	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_70.wav	102960	मौसम विभाग ने जानकारी दी है कि पश्चिमी भारत में अगले चार दिनों तक शीतलहर का प्रकोप जारी रहेगा.
panlingua_mr-hi_20221394927_71	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_71.wav	121904	मौसम विभाग ने तमिलनाडु, पुडुचेरी और कराईकल के तटीय इलाकों में भारी बारिश की चेतावनी दी है.
panlingua_mr-hi_20221394927_72	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_72.wav	120066	इस बीच, राष्ट्रीय राजधानी दिल्ली में मौजूदा वायु गुणवत्ता श्रेणी बहुत खराब है।
panlingua_mr-hi_20221394927_73	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_73.wav	151169	केंद्रीय प्रदूषण नियंत्रण बोर्ड के मुताबिक, दिल्ली में आज सुबह वायु गुणवत्ता सूचकांक 391 दर्ज किया गया।
panlingua_mr-hi_20221394927_74	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_74.wav	29868	अंत में फिर से सुर्खियाँ।
panlingua_mr-hi_20221394927_75	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_75.wav	120936	प्रधानमंत्री ने जोर देकर कहा कि देश में खेल संस्कृति के विकास के लिए युवाओं को खेलों में विश्वास होना चाहिए।
panlingua_mr-hi_20221394927_76	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_76.wav	52418	मेजर ध्यानचंद स्पोर्ट्स यूनिवर्सिटी का शिलान्यास।
panlingua_mr-hi_20221394927_77	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_77.wav	111515	देश में पंद्रह से अठारह साल के बच्चों का आज से कोविड टीकाकरण शुरू हो गया है।
panlingua_mr-hi_20221394927_78	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_78.wav	56305	महाराष्ट्र में मुंबई में सबसे ज्यादा नए कोरोना केस आए हैं।
panlingua_mr-hi_20221394927_79	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_79.wav	79633	जोहान्सबर्ग में भारत और दक्षिण अफ्रीका के बीच दूसरा टेस्ट क्रिकेट मैच।
panlingua_mr-hi_20221394927_80	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_80.wav	50862	वहीं उत्तर भारत में भीषण शीतलहर चल रही है।
panlingua_mr-hi_20221394927_81	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221394927_81.wav	42309	इसी के साथ यह राष्ट्रीय समाचार पत्र समाप्त हो गया।
panlingua_mr-hi_20221610113_82	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221610113_82.wav	39199	वेदांगी कुलकर्णी आपके लिए खबरें लेकर आई हैं।
panlingua_mr-hi_20221610113_83	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221610113_83.wav	111767	देश कोविड-19 के खिलाफ निवारक टीके की डेढ़ सौ करोड़ से अधिक खुराक पूरी करने की दिशा में अग्रणी है।
panlingua_mr-hi_20221610113_84	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221610113_84.wav	74189	इस बीच एक नए प्रकार के कोरोना वायरस की खोज से चिंता बढ़ गई है।
panlingua_mr-hi_20221610113_85	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221610113_85.wav	109134	इस पृष्ठभूमि में हम श्रोताओं से दोनों टीकाकरण जल्द से जल्द पूरा करने की अपील करते हैं।
panlingua_mr-hi_20221610113_86	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221610113_86.wav	160500	और उन्हें और साथ ही अन्य लोगों को इस तथ्य का लाभ उठाने के लिए प्रोत्साहित करें और सहायता करें कि पंद्रह से अठारह वर्ष की आयु के बच्चों का टीकाकरण शुरू हो रहा है।
panlingua_mr-hi_20221610113_87	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221610113_87.wav	126287	मास्क लगाना, सोशल डिस्टेंसिंग, हाथ और चेहरे की स्वच्छता के तीन सरल उपायों का पालन करें।
panlingua_mr-hi_20221610113_88	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221610113_88.wav	196297	कोविड के संबंध में जानकारी और मार्गदर्शन के लिए राष्ट्रीय हेल्पलाइन नंबर 011- 23 978 046 और एक शून्य प्लस पांच पर संपर्क करें।
panlingua_mr-hi_20221610113_89	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221610113_89.wav	18175	मुख्य बातें।
panlingua_mr-hi_20221610113_90	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221610113_90.wav	73412	कोविड निवारक टीके को लेकर देशभर के युवाओं में उत्साह।
panlingua_mr-hi_20221610113_91	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221610113_91.wav	108214	मोबाइल फोन बनाने वाली कंपनी शाओमी टेक्नोलॉजी ने 653 करोड़ रुपए की एक्साइज ड्यूटी चोरी का खुलासा किया है।
panlingua_mr-hi_20221610113_92	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221610113_92.wav	54331	एक जिला एक उत्पाद योजना के तहत छह ब्रांड विकसित किए गए।
panlingua_mr-hi_20221610113_93	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221610113_93.wav	65277	बीमार चीनी मिलों के लिए चीनी विकास निधि का पुनर्गठन।
panlingua_mr-hi_20221610113_94	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221610113_94.wav	64051	और त्रिंकोमाली तेल टैंक परियोजना के लिए भारत-श्रीलंका समझौता।
panlingua_mr-hi_20221610113_95	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221610113_95.wav	21315	अब विस्तार से खबर।
panlingua_mr-hi_20221610113_96	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221610113_96.wav	86113	भारत में टीकाकरण अभियान ने 148 करोड़ 58 लाख का आंकड़ा पार कर लिया है।
panlingua_mr-hi_20221610113_97	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221610113_97.wav	113846	स्वास्थ्य मंत्रालय ने कहा है कि कल शाम तक 100,000,000 से अधिक खुराक दी गई थी।
panlingua_mr-hi_20221610113_98	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221610113_98.wav	164185	इसके साथ ही मंत्रालय की ओर से दी गई जानकारी में यह भी कहा गया है कि पंद्रह से अठारह साल के बच्चों को 37 लाख 44 हजार से ज्यादा खुराक दी गई.
panlingua_mr-hi_20221610113_99	/home/user/anamika_ml_project/dataset/iwslt2023_mr-hi/train/wav/panlingua_mr-hi_20221610113_99.wav	138676	टीकाकरण अभियान की शुरुआत से लेकर अब तक पंद्रह से अठारह वर्ष के बच्चों को एक करोड़ 24 लाख टीके की खुराक दी जा चुकी है।
